loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind13	0	3	0	0	0	0	0	4	0	0	0	0	0	10	0	1	0	0	1	0	0	4	0	0	1	6	0	0	0	0	1	7	4	0	1	5	0	0	0	5	0	4	0	0	10	0	14	1	0	0	0	2	0	0	0	0	14	5	0	0	1	1	11	0	0	8	1	0	0	0	8	0	7	0	1	1	0	4	0	0	12	0	0	4	0	2	1	6	2	4	2	0	0	0	3	0	0	0	4	0
ind14	6	0	5	5	3	1	0	0	1	0	0	5	4	0	18	0	0	11	0	6	9	7	0	0	8	0	6	0	1	0	0	7	8	0	4	4	1	0	1	5	1	1	0	1	0	10	0	0	0	0	0	3	4	0	8	0	1	10	4	0	3	0	5	0	0	1	0	0	10	8	0	0	0	2	0	0	3	1	0	1	0	0	0	1	0	0	10	1	0	0	0	0	0	10	1	1	0	10	0	0
ind15	0	0	0	4	0	8	6	0	0	7	0	0	6	6	9	0	0	11	0	11	0	0	1	1	7	0	4	0	5	0	2	2	0	4	1	1	0	0	1	3	0	6	2	11	6	0	0	3	6	7	0	7	0	0	0	4	4	1	4	1	1	16	0	0	0	5	9	0	0	7	0	3	8	1	3	0	14	11	0	4	6	10	7	0	0	1	8	1	3	0	0	3	0	5	0	7	0	0	1	0
ind16	0	1	0	0	0	0	1	5	0	0	4	0	0	0	1	6	0	4	2	0	4	9	6	0	5	0	6	1	0	0	0	0	2	0	0	1	0	0	0	0	0	6	0	5	0	0	0	2	0	0	0	9	1	0	8	0	0	0	0	0	0	0	1	1	0	3	0	0	0	8	0	0	8	0	0	12	0	6	0	0	0	0	5	1	2	0	1	1	0	0	11	0	8	0	2	5	9	0	5	2
ind17	8	0	2	7	0	9	1	0	0	0	8	4	0	1	0	1	8	4	0	0	2	0	0	0	9	1	3	0	1	2	0	1	3	0	0	1	0	0	0	0	1	1	0	0	0	6	0	0	1	3	4	4	8	0	1	1	0	0	0	0	10	6	0	0	6	0	8	1	1	0	0	4	8	0	11	1	0	8	0	0	0	0	9	0	1	0	7	0	12	0	0	4	8	3	0	0	12	1	6	5
ind18	0	4	0	0	1	10	0	0	1	11	5	0	10	0	4	4	0	2	10	0	1	1	9	5	0	0	0	4	1	0	0	0	0	11	0	3	7	1	10	0	0	0	0	1	0	0	2	0	1	1	9	0	7	8	6	10	1	3	0	0	6	0	4	3	0	0	0	0	0	5	0	0	0	2	0	1	0	2	5	1	1	1	0	5	0	0	0	1	1	1	0	0	9	4	11	0	0	0	12	0
ind19	1	0	4	0	0	0	0	6	0	8	2	3	0	3	0	1	0	0	0	0	13	0	0	0	0	1	0	0	0	1	9	7	0	4	3	8	0	2	1	0	0	5	7	0	0	6	0	3	1	11	0	1	5	0	0	7	1	0	1	1	0	1	0	0	0	0	0	10	4	0	0	0	1	0	6	0	0	5	6	6	0	1	4	2	0	0	0	2	0	3	5	0	5	0	0	0	0	10	6	0
ind20	0	1	6	0	0	1	0	5	0	0	2	7	7	0	1	0	1	1	7	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	5	0	0	7	7	7	0	4	0	3	0	0	9	4	0	0	0	0	0	3	0	0	11	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	8	5	3	4	0	7	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1
ind21	2	0	0	0	0	1	0	6	14	0	0	0	5	0	0	4	1	4	0	0	1	1	0	5	0	3	0	1	0	0	0	10	1	0	7	0	0	0	9	0	0	0	7	2	0	1	0	5	0	3	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	7	0	0	1	0	7	0	0	7	4	0	8	0	0	0	0	0	0	1	0	1	0	5	6	5	0	1	4	6	0	0	0	1	2	8
ind22	0	0	0	0	1	0	6	0	0	6	4	14	3	0	0	4	5	0	5	0	0	5	9	3	0	2	1	0	0	3	3	8	0	0	0	8	0	1	0	2	10	0	0	0	7	0	5	0	0	11	10	0	5	1	0	1	0	0	0	0	6	5	0	0	1	0	7	0	0	0	0	1	0	3	0	0	8	13	6	6	0	0	0	1	1	0	0	0	0	0	0	3	10	0	0	0	8	0	5	0
ind23	0	6	0	6	0	0	0	5	0	4	1	6	7	0	2	0	1	1	2	8	0	0	1	3	1	0	7	1	1	0	0	0	0	0	8	0	0	4	0	0	3	0	0	0	11	5	4	0	0	0	0	0	0	1	8	5	7	1	0	0	14	0	0	0	5	0	10	0	0	0	0	0	7	0	2	0	6	1	0	1	2	0	15	1	4	0	0	0	0	3	0	0	4	0	4	6	1	0	7	0
ind24	0	9	5	1	9	0	7	0	0	8	0	0	7	6	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	6	0	6	13	0	0	0	0	1	1	3	0	9	3	1	0	0	0	0	0	11	0	0	1	0	0	2	3	0	0	0	0	6	0	11	0	1	0	0	12	0	6	1	1	3	1	0	5	0	2	1	0	0	8	0	0	0	0	8	8	0	2	5	4	0	0	0
ind25	5	1	10	0	0	0	8	0	0	0	0	0	4	4	6	0	5	6	1	0	0	1	6	3	0	0	4	0	0	5	4	0	0	0	6	0	0	0	0	1	5	0	0	0	0	7	0	0	1	13	0	7	0	11	4	1	0	0	7	1	7	4	0	1	0	0	1	0	0	5	0	4	1	6	8	5	0	1	4	0	0	0	1	0	0	0	1	2	1	2	5	0	0	1	0	0	0	7	12	0
ind26	10	1	2	10	0	0	0	0	23	0	0	4	1	0	6	12	1	0	0	0	0	0	1	0	10	1	1	0	8	3	8	0	0	1	0	7	6	8	0	9	0	0	4	4	0	0	4	0	2	0	3	7	0	8	0	6	0	4	1	0	0	0	0	0	13	2	0	5	0	3	0	1	8	0	0	0	13	0	0	0	4	0	1	5	0	0	9	6	0	0	0	4	11	0	6	7	0	1	0	0
ind27	0	0	1	0	0	3	0	0	1	5	0	7	4	4	0	0	7	2	5	0	0	0	0	8	0	0	1	0	5	0	1	0	0	7	0	0	0	0	0	5	7	0	11	0	1	11	0	2	0	1	4	3	0	0	0	4	1	3	0	0	5	2	1	1	0	0	7	0	5	0	7	10	10	0	0	6	4	0	8	2	1	5	0	8	0	8	0	5	6	0	4	0	10	0	14	0	0	0	7	0
ind28	0	3	1	10	1	0	0	4	9	1	0	3	5	6	1	0	0	0	0	0	4	0	4	5	14	0	0	6	2	3	1	1	9	0	6	0	5	0	0	7	1	2	0	5	4	0	2	0	0	0	5	0	0	0	10	10	10	0	0	0	0	0	5	0	0	0	7	7	1	0	0	0	18	6	8	8	0	0	1	1	6	1	1	5	3	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0
ind29	5	0	0	0	12	4	11	0	4	0	0	1	1	0	8	1	7	0	0	7	1	1	0	10	0	13	4	0	0	8	0	0	4	5	4	1	1	6	0	0	0	0	0	0	1	1	5	1	0	0	0	10	4	0	1	9	5	1	6	5	0	0	0	0	0	7	17	0	1	5	1	4	0	0	0	5	3	6	0	1	0	0	2	13	0	6	7	0	0	1	0	10	0	0	8	0	0	3	0	1
ind30	2	5	0	11	1	0	0	10	4	4	0	9	3	3	0	6	0	0	2	3	7	4	0	0	1	8	0	0	0	2	0	9	2	1	0	4	0	5	0	1	0	0	0	0	13	12	3	0	1	1	0	0	6	6	2	0	1	0	0	4	1	0	0	0	0	0	13	11	1	0	9	4	0	0	10	8	0	1	1	0	0	5	1	4	0	5	1	5	0	8	0	0	7	0	8	5	8	0	4	4
