loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind11	0	1	1	1	0	0	2	0	0	1	3	3	0	0	1	2	0	2	0	0	3	2	1	0	2	0	0	0	0	2	0	0	0	2	1	5	0	2	1	0	0	0	2	1	0	2	1	0	2	3	1	0	0	0	0	1	0	1	1	1	0	1	6	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	1	1	1	0	4	0	4	0	0	3	1	0	1	0
ind12	0	0	0	0	1	0	2	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	2	2	4	0	1	5	0	2	1	2	1	2	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	5	0	1	1	2	2	0	1	0	0	0	0	1	0	1	0	0	3	1	0	1	0	0	0	1	0	4	0	2	2	0	3
ind13	0	0	0	0	0	1	3	1	0	0	0	0	0	0	2	3	0	0	1	2	0	0	4	1	0	1	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	1	0	1	0	3	2	0	0	1	0	1	1	1	0	2	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	4	0	0	0	1	0	0	3	4	0	2	0	1	0	1	2	4	0	2	1	3	0	1	3	1	2	1	2	0
ind14	2	0	0	2	0	4	0	2	2	5	0	0	1	1	0	2	0	1	0	0	0	0	0	0	3	3	5	3	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	2	5	0	0	0	0	2	0	2	2	1	0	4	1	1	0	1	4	3	2	0	5	3	0	0	0	0	0	2	3	4	3	0	3	0	2	0	1	0	0	2	1	0	2	0	1	1	1	0	0	0	0	0	1	2	0	0
ind15	0	0	0	2	2	1	0	1	2	0	0	0	0	0	2	0	0	0	1	5	1	0	0	0	0	1	0	0	3	3	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	2	0	1	1	3	0	2	1	0	0	2	1	1	1	0	3	0	3	0	0	0	0	1	0	0	3	1	1	0	0	1	3	0	0	0	1	2	0	1	4	1	1	0	1	4	1	0	0	0	1
ind16	0	0	0	0	0	0	2	3	0	2	1	0	1	0	0	4	0	0	3	1	0	5	4	3	2	1	0	1	3	2	4	0	0	0	0	7	0	0	1	0	0	3	1	0	5	0	0	1	2	0	1	1	3	0	0	2	1	0	1	1	0	1	0	1	2	1	3	1	1	0	0	1	5	0	1	1	0	0	3	3	0	0	0	1	0	2	3	1	2	3	4	0	0	1	0	0	0	1	3	0
ind17	0	1	1	5	0	1	1	0	0	0	5	5	1	6	0	1	0	1	0	0	0	1	2	2	2	0	0	0	0	0	1	0	1	2	0	0	0	3	3	0	0	0	0	4	0	1	0	0	4	2	1	1	1	1	0	0	0	0	0	4	0	0	0	2	2	0	1	0	3	1	0	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	1	0
ind18	0	7	0	5	0	2	0	0	1	0	0	3	0	3	3	2	0	2	2	0	2	0	3	0	0	1	0	3	3	6	2	0	0	0	3	1	2	2	0	0	1	2	0	0	0	0	0	0	3	0	0	2	5	0	1	0	0	6	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	2	0	0	7	1	0	0	6	0	0	0	1	1	0	2	0	0	0	0
ind19	1	0	0	0	2	0	0	0	0	2	1	2	0	2	2	0	0	0	0	3	0	1	1	0	0	2	0	0	0	2	0	0	4	0	2	0	0	0	0	1	1	0	0	6	0	2	1	3	0	3	0	0	2	1	1	3	0	0	0	3	1	0	1	0	4	0	0	2	2	0	1	0	5	1	2	0	2	1	2	0	2	1	0	1	0	0	2	1	3	0	0	0	0	2	0	0	2	0	0	3
ind20	4	0	5	0	0	2	2	2	1	2	0	1	0	0	0	0	0	1	3	4	1	2	0	3	2	0	0	0	3	1	0	0	0	0	0	2	0	1	1	0	2	1	0	5	1	0	0	1	0	0	0	0	0	0	0	0	1	1	4	0	5	0	1	3	2	0	0	2	0	0	1	0	0	0	0	1	1	0	4	0	0	1	3	0	0	0	0	2	6	0	0	1	0	0	4	2	4	0	0	2
ind21	2	0	0	1	0	1	2	0	0	2	0	0	5	0	0	1	0	1	1	2	0	0	0	1	2	2	2	0	0	1	0	0	3	0	0	0	2	1	1	2	0	0	0	1	5	0	3	3	0	5	2	0	2	0	1	0	6	6	1	0	2	1	0	1	0	0	3	4	2	0	0	0	0	0	1	2	1	0	1	0	0	0	0	5	0	0	4	0	0	3	0	0	1	0	0	0	2	0	0	0
ind22	2	0	2	1	0	1	0	0	3	1	0	0	0	4	0	2	0	0	1	0	2	0	2	0	0	4	0	2	3	0	0	1	0	0	2	0	2	1	0	0	0	0	1	3	0	4	4	0	1	0	0	0	2	4	2	0	2	1	0	3	0	1	0	0	7	0	3	0	2	0	0	4	1	0	0	0	0	0	2	3	2	3	5	0	0	0	0	0	1	0	7	0	2	0	3	0	0	0	0	0
ind23	0	2	2	2	0	0	0	2	1	0	1	2	0	0	1	0	0	1	2	0	0	1	2	0	1	2	0	0	7	0	2	0	0	7	3	2	2	0	0	6	0	0	1	2	1	1	0	0	0	0	3	0	0	0	0	0	0	0	6	1	0	1	0	2	2	1	1	0	0	0	0	0	0	6	1	1	0	1	3	0	1	0	1	2	2	3	0	1	1	1	0	4	0	2	3	1	4	0	0	0
ind24	0	2	0	0	0	0	3	0	0	0	3	1	0	4	3	0	2	2	0	4	1	1	2	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	2	0	5	0	1	0	0	2	4	0	0	2	0	0	1	4	0	0	2	1	0	0	2	2	0	7	0	4	3	0	0	1	0	1	0	3	2	3	0	3	2	1	0	0	3	3	0	1	1	1	3	0	2	0	0	4
ind25	2	2	0	2	0	3	0	0	0	1	1	0	0	0	1	0	0	1	1	1	5	0	0	0	3	0	6	0	0	0	0	0	2	0	1	4	1	0	0	0	0	0	0	1	0	0	4	2	2	1	0	0	0	1	4	0	0	0	0	4	0	1	0	0	0	3	2	1	0	0	0	0	1	0	3	2	0	5	1	0	2	0	0	2	2	4	1	0	0	0	1	6	3	0	3	3	0	0	0	0
ind26	0	0	0	0	2	2	0	0	0	1	1	3	2	0	0	0	3	0	0	2	0	1	0	2	0	2	0	0	1	1	2	0	0	0	0	0	1	3	0	2	1	1	0	1	1	0	0	1	0	2	0	0	5	0	3	0	1	0	0	5	0	0	0	0	2	1	3	0	2	3	0	0	0	0	4	0	0	0	3	2	0	0	0	4	0	1	2	0	0	3	3	0	2	0	0	0	2	0	1	0
ind27	2	0	1	0	1	0	0	4	1	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	1	1	1	0	0	0	0	4	1	0	4	2	3	0	1	1	0	0	1	0	2	0	0	4	2	2	1	0	2	3	0	0	3	0	3	0	0	0	2	2	1	0	2	4	1	1	0	0	0	3	1	0	2	0	0	0	0	3	0	0	2	0	4	2	0	0	2
ind28	2	1	0	0	0	3	1	2	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	7	0	4	3	0	1	1	0	2	1	5	0	1	0	1	0	0	0	0	0	0	0	0	7	2	5	3	0	1	0	0	0	0	6	2	1	0	1	1	1	5	2	3	0	0	2	1	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	1	0	0	0	2	1	0	1	0	0	1
ind29	0	0	1	0	0	0	0	1	0	0	1	1	0	3	3	0	1	0	0	3	0	0	0	0	1	2	2	3	0	0	1	2	0	1	1	0	4	3	7	0	3	1	1	1	3	0	0	2	2	2	0	0	0	3	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	3	1	0	1	2	0	0	2	3	3	0	0	1	3	0	0	3	3	0	1	2	3	1	3	0	3	0	1	0	0
ind30	0	0	1	0	1	0	1	0	0	2	0	5	1	1	0	0	0	1	3	6	0	0	0	1	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	2	1	0	2	0	0	2	1	2	1	0	0	1	2	0	0	3	0	1	1	1	0	3	0	1	0	0	2	1	0	0	3	1	0	2	4	0	1	2	0	3	0	1	2	0	4	2	0	0	2	2	1
