loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind11	0	0	1	0	3	1	0	3	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	10	0	0	0	0	0	1	1	0	0	14	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	14	12	0	0	0	2	0	1	0	1	2	7	1	1	15	0	1	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2
ind12	0	0	4	0	0	0	1	0	19	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	9	0	2	1	0	0	0	1	0	4	1	0	0	0	1	0	2	1	0	0	0	1	0	1	2	0	0	1	1	16	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	2	0	0	1	1	0	0	0	0	1	1	0	1	0	0	2	0	1	0	0	2	1	0	1	1	0	1
ind13	0	0	0	1	0	0	0	0	1	0	2	1	1	0	0	1	1	2	1	0	0	0	1	1	0	0	0	0	0	2	0	0	11	0	0	1	2	2	1	0	0	1	0	17	0	0	2	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	2	0	3	0	1	0	1	2	5	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0
ind14	0	1	1	16	1	0	1	2	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	13	0	1	0	0	0	0	0	0	15	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	1	0	1	0	1	1	1	1	1	3	1	0	1	0	1	0	0	0	0	0	1	0
ind15	0	0	1	0	0	1	1	2	2	17	0	0	1	3	1	1	0	0	1	0	0	1	0	0	0	2	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	15	0	0	1	0	15	0	1	0	0	0	0	2	0	1	1	1	1	0	1	0	0	0	1	0	0	0	2	0	19	0	1	0	2	0	1	12	2	2	0	0	1	1	0	1	0	0	0	2	2	0	0	2	0	0	1
ind16	0	2	0	10	0	0	0	0	0	1	1	12	0	1	1	0	1	2	1	0	2	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	0	1	1	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	1	2	0	0	0	2	1	0	0	1	0
ind17	0	0	0	1	1	1	0	0	1	0	0	0	0	1	13	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	2	0	0	0	0	9	0	0	0	0	0	2	1	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	2	0	1	1	0	2	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	2	1	0
ind18	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	2	1	13	1	0	18	16	0	3	1	2	0	0	1	1	0	0	3	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	1
ind19	1	1	13	13	1	1	2	0	0	1	0	14	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	1	11	0	15	0	1	0	1	0	0	0	0	0	0	0	2	1	1	2	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	4	0	1	0	0	2
ind20	0	21	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	2	1	0	1	0	11	0	1	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	2	2	0	0	11	0	1	1	0	11	0	0	1	2	0	0	1	0	11	10	0	0	0	0	0	2	0	0	0	16	8	1	1	0	0	0	0	1	0	1	0
